temperature_c,rainfall_mm,humidity_percent,soil_ph,fertilizer_kg_ha,sunshine_hours,region,yield_kg_ha
23.98685661204493,1662.4108625128092,66.36506395035066,4.642959320883456,247.35797890243515,4.982257904269167,Uda_Pussellawa,400.0
21.446942795315262,1927.740664642241,74.68796511060916,4.884534583131106,209.7079791699523,5.541750805419521,Kandy,511.06502600364365
24.59075415240277,1603.7900395000192,75.18016872044447,4.7289699082128775,236.21000340370705,5.103928408432286,Nuwara_Eliya,400.0
28.092119425632102,1846.0192351804799,79.72630345843406,4.9260020906294315,307.17853820141596,6.16562707041918,Ruhuna,671.8058725383042
21.063386501106656,1053.1926665231072,61.331416367191736,5.092924844644406,352.22853240244115,7.79576779719287,Sabaragamuwa,572.6887956150659
21.063452172203277,2106.6468536864695,80.92567273847331,5.618577243165692,295.63898646908586,4.843436764288193,Low_Country,784.7303837076772
28.316851262029566,2000.602737681112,50.0,5.0394204806471485,258.1378566777416,7.501230746652621,Kandy,400.0
25.069738916611634,1591.4556844659046,68.70115447636189,4.407187146615204,369.8409416243542,4.827491891479669,Kandy,469.0871266092863
20.12210245626019,2329.6228342162026,70.11726157548455,5.77003392324758,224.97308215587822,4.728559181254674,Kandy,491.79927541975087
24.17024017434386,2468.7850688132794,81.33326826071239,4.781454933192481,332.47354706935255,7.22789192751482,Uva,1138.5569172657854
20.14632922875015,1196.220067815513,75.22630852676869,5.170639786447686,226.9549761318977,7.382904567011425,Uda_Pussellawa,400.0
20.137080985718974,1618.6376107168928,60.944369461437134,5.423268253470356,284.48183664087145,7.277114905143981,Ruhuna,656.1284900287793
22.96784908626414,1615.4288251063508,65.15006874182984,5.299805209201391,240.91499481676388,4.026303887672788,Uva,400.0
14.346879021368808,1530.0484494455677,76.98680009547407,5.747089773760738,245.53182538777514,5.301073532891924,Nuwara_Eliya,400.0
15.100328669947869,2414.737420965874,74.20932658135443,5.43950157169638,219.8090786030232,7.234482888004982,Sabaragamuwa,623.3495579850128
19.75084988303611,1903.0869306135983,69.20875890364253,4.769345210151446,357.58832249445555,6.062312760845842,Sabaragamuwa,788.1073880643364
17.948675518662306,1867.7425793446946,70.19166210488021,6.289281086995831,191.3659169513172,4.389460730703804,Ruhuna,400.0
23.256989330381096,1000.0,81.96167997159289,5.297166731669117,190.78141979610334,6.687476908688162,Sabaragamuwa,400.0
18.367903697915157,2317.709015104613,69.82307427130786,5.1263298866892475,419.67948526760875,4.927789111512794,Sabaragamuwa,1056.4712256894304
16.350785194658833,1380.3708025732637,74.11908755970927,5.6819627115277855,328.2278051723465,8.691787272588318,Kandy,618.31085404838
27.862595075686215,2029.966315133164,95.0,5.324725472965036,100.0,8.317262193627387,Dimbula,400.0
21.096894798053857,2138.688468979096,60.76317363116077,5.399614096469664,204.77930086316772,6.906146139533351,Nuwara_Eliya,485.03701139583694
22.270112818751695,2680.3292979193257,56.481572684253415,6.446091999300344,105.04085299503566,8.04151005715466,Uda_Pussellawa,400.0
16.301007255146175,1345.589800440444,82.83589664798606,5.062439285872477,173.94474452677957,6.097187025185072,Low_Country,400.0
19.82246910189927,1000.0,68.21356938705897,5.041119552991303,100.0,7.148156241562524,Nuwara_Eliya,400.0
22.443690358839465,2091.9247723768476,71.8176247225738,5.258289256006232,239.04083378448462,8.216580442953113,Uva,968.9123871300785
17.39602569031079,2900.255590755427,67.18843621868886,5.735757967790519,158.64465446709508,6.3682480226914695,Sabaragamuwa,400.0
23.502792073382686,2619.4731764697185,72.40199859232487,4.4467329849048,254.79242054371508,5.6172192427285745,Dimbula,632.266730159801
19.59744524032478,2104.829707637313,90.98538112096341,4.217222054261748,119.99029928939802,3.4430670627343263,Low_Country,400.0
20.833225000826893,1754.1819071839764,83.0212845861812,4.9064423646899264,256.6329482537632,5.875299711417759,Uva,599.3381051247726
19.593173551082412,2403.561298318655,83.62223511886977,4.383038520470357,216.80669775037381,7.235134776843467,Ruhuna,775.1087166427906
29.409112738035752,1513.2269001477657,60.837729442073545,4.987584326237181,370.1562372150877,7.418450141351444,Kandy,545.102286763569
21.946011101048263,2238.1788846781096,63.488462634471304,5.451249848064645,362.90854893965,6.756547598577614,Sabaragamuwa,1142.9353207370264
17.769156284176397,2252.7350795833136,50.0,4.754625568223869,312.82764824082267,5.18805135755664,Kandy,448.9005432655176
25.290179648412757,2530.10495374944,66.90619178917245,4.486586711609329,223.870897547103,3.034767646578614,Nuwara_Eliya,400.0
17.11662540011591,3379.8300194555386,84.56703186385658,5.234668580857674,408.83043162082345,5.257177352992898,Kandy,1078.502597358331
22.835454380019023,2196.2079835893837,80.16946515748371,5.631271742307585,125.75717777281434,5.543482693419072,Kandy,400.0
14.161319504480897,1745.5181871462505,72.78486737047876,4.352513280741694,137.715309634907,5.530606549214979,Ruhuna,400.0
16.687255804406277,1987.2128439040027,74.77699716281947,5.610116199152992,243.29735200887484,6.927834535466887,Uda_Pussellawa,494.77512153069415
22.787444943476494,1115.462047555441,68.11114457424594,5.608653101869163,430.32304871368956,8.97851461652226,Uda_Pussellawa,700.5947508673754
24.953866319981643,1652.643434455471,77.04758882401784,5.677042551078314,233.812887450393,6.18529380276164,Uva,436.42923778881567
22.68547312475988,1795.358780943448,82.65878279480614,5.809240107435843,235.34038054325745,5.674902316265308,Sabaragamuwa,601.5436243537179
21.53740687044704,1737.9558010327037,58.84113212589527,6.301006962329808,134.64717151105526,5.611167280493861,Uva,400.0
20.795585217642845,2076.177436016861,77.99647687837349,5.021953975690472,325.67436682163026,6.186577150361571,Uda_Pussellawa,812.0671197905932
16.08591203853029,1588.7900338088998,84.32434870954667,5.254785790038929,326.2541003463483,4.757559359477401,Nuwara_Eliya,400.0
19.120623166421165,2560.5153336622357,70.8489971103663,4.9917807833759875,313.1260161119928,6.180297838119083,Uda_Pussellawa,756.782711730301
20.15744491616085,2000.1035324590985,82.00700612120583,5.200988422377906,199.66234617221102,6.6762185044977,Uva,674.4917683202242
26.22848890487566,1995.3498394306928,95.0,5.966436677818156,193.46345853015953,6.314529095361732,Dimbula,477.7856684191411
23.374473158273844,1836.052641743541,73.95657207013107,4.527492758034666,146.55021996760237,6.686312901007172,Sabaragamuwa,400.0
14.947839378549064,2077.5953419294897,78.93307050005323,4.769475163917212,256.7098001408747,6.650621414022803,Kandy,522.085655201726
23.296335877579182,2412.5491323338174,67.61942916338609,5.888590468252281,163.56741365771987,3.3421549766303347,Ruhuna,400.0
20.459670878334734,1566.4348921445498,76.81251162602051,5.710018253451045,155.8066795800569,6.955305237593105,Dimbula,400.0
19.292311998776164,1670.9417554623717,79.60271624982303,5.0184341765914615,216.10474264714594,4.993477731506319,Dimbula,445.93363310480197
24.44670515536347,1848.1369856116676,76.94842340270138,5.62720100056036,210.8675059852627,4.356241255494063,Kandy,400.0
26.123998089983804,1327.0645382633925,64.80304680291144,5.370607921246017,206.9617176942436,4.343322258217506,Uda_Pussellawa,400.0
25.725120476464795,1590.371070139251,77.0636177132545,5.950137304500494,287.3155677472209,6.650312415708794,Low_Country,544.6063749923741
18.643129907109447,1761.8895632276706,89.62195938717636,5.237254796913387,256.32382417202234,5.66613760916272,Sabaragamuwa,640.8395321057441
20.76315049659514,2437.1945903563637,79.48635764514528,5.712816056936291,226.9475175591106,3.477046824021884,Nuwara_Eliya,400.0
23.325053725614257,2131.2806645009623,84.61987189071841,6.52100595524631,264.6410342649186,6.717056722788425,Dimbula,612.7852639138894
25.902180508489437,2096.794955683772,72.62988029987372,5.499049577523733,170.67783671162942,3.840587803801759,Nuwara_Eliya,400.0
20.08330304861884,2425.448981083986,82.49900239423711,5.224664082897422,258.42228991277426,6.209732037777316,Ruhuna,1042.9659121269683
21.25736409334473,1931.3141058003016,77.79267838216526,5.56122349261049,262.0481994275707,6.357748388509581,Ruhuna,789.0000463011484
17.574660103975887,2195.232424964445,65.49089270312768,5.017359570898058,129.75625125140155,7.3283656225425675,Ruhuna,400.0
17.215173503677317,1948.389123533752,78.18521004798875,6.393983852762366,329.65550034962894,8.672527179700278,Uva,604.6386185361522
25.250103289576792,2132.681174699814,65.08303336559689,5.290035518847991,179.48530358184036,3.9529855111491874,Dimbula,400.0
27.42496011428329,1708.620671194209,68.67119725115208,5.063533339887243,257.22478393651477,5.921289215905426,Ruhuna,478.84705465813806
21.711959513678664,1000.0,76.89328307292374,4.782155497489982,343.1529392428216,5.585497057433674,Uva,416.97049378017647
26.014131591568095,1932.8604189068478,77.97244273380124,5.748610095803219,324.05414061710957,6.650624528941443,Ruhuna,751.5732853658778
23.446544100190536,2711.37406804997,63.10767534922871,5.63359370641387,252.74667108550685,6.323503156400428,Uda_Pussellawa,618.6182097998552
19.419520981579502,2463.1077011207963,85.53985771182876,4.951322814292953,221.0000797694345,5.47118063589507,Dimbula,667.3110524429826
